"Group","bacteria","pathway"
"Group1","Acidipropionibacterium thoenii DSM 20276","Glucosinolate biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Aminoacyl-tRNA biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Drug metabolism - other enzymes"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of various secondary metabolites - part 3"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of ansamycins"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of vancomycin group antibiotics"
"Group1","Acidipropionibacterium thoenii DSM 20276","Metabolic pathways"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of secondary metabolites"
"Group1","Acidipropionibacterium thoenii DSM 20276","Microbial metabolism in diverse environments"
"Group1","Acidipropionibacterium thoenii DSM 20276","Various types of N-glycan biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Lipopolysaccharide biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Acidipropionibacterium thoenii DSM 20276","Ascorbate and aldarate metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Fatty acid elongation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Fatty acid degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Geraniol degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Benzoate degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","alpha-Linolenic acid metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Dioxin degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Xylene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Toluene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Chloroalkane and chloroalkene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Naphthalene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Retinol metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Caprolactam degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Metabolism of xenobiotics by cytochrome P450"
"Group1","Acidipropionibacterium thoenii DSM 20276","Drug metabolism - cytochrome P450"
"Group1","Acidipropionibacterium thoenii DSM 20276","Steroid hormone biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Phosphonate and phosphinate metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of various secondary metabolites - part 2"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Acidipropionibacterium thoenii DSM 20276","Primary bile acid biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Secondary bile acid biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Phenazine biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Aflatoxin biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Human immunodeficiency virus 1 infection"
"Group1","Acidipropionibacterium thoenii DSM 20276","Ethylbenzene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Atrazine degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of unsaturated fatty acids"
"Group1","Acidipropionibacterium thoenii DSM 20276","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Acidipropionibacterium thoenii DSM 20276","Limonene and pinene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Fluorobenzoate degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Polycyclic aromatic hydrocarbon degradation"
"Group1","Acidipropionibacterium thoenii DSM 20276","Isoquinoline alkaloid biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Flavone and flavonol biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Ether lipid metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Arachidonic acid metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Linoleic acid metabolism"
"Group1","Acidipropionibacterium thoenii DSM 20276","Steroid biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Mannose type O-glycan biosynthesis"
"Group1","Acidipropionibacterium thoenii DSM 20276","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Akkermansia muciniphila JCM 30893","Glycolysis / Gluconeogenesis"
"Group1","Akkermansia muciniphila JCM 30893","Citrate cycle (TCA cycle)"
"Group1","Akkermansia muciniphila JCM 30893","Pentose phosphate pathway"
"Group1","Akkermansia muciniphila JCM 30893","Pentose and glucuronate interconversions"
"Group1","Akkermansia muciniphila JCM 30893","Fructose and mannose metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Galactose metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Fatty acid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Oxidative phosphorylation"
"Group1","Akkermansia muciniphila JCM 30893","Photosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Arginine biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Purine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Pyrimidine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Alanine; aspartate and glutamate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Glycine; serine and threonine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Monobactam biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Cysteine and methionine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Valine; leucine and isoleucine degradation"
"Group1","Akkermansia muciniphila JCM 30893","Valine; leucine and isoleucine biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Lysine biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Lysine degradation"
"Group1","Akkermansia muciniphila JCM 30893","Arginine and proline metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Carbapenem biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Histidine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Tyrosine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Phenylalanine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Tryptophan metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Phenylalanine; tyrosine and tryptophan biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Novobiocin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","beta-Alanine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Taurine and hypotaurine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Selenocompound metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Cyanoamino acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","D-Amino acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Glutathione metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Starch and sucrose metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Other glycan degradation"
"Group1","Akkermansia muciniphila JCM 30893","Amino sugar and nucleotide sugar metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Streptomycin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Polyketide sugar unit biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Neomycin; kanamycin and gentamicin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Acarbose and validamycin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Glycosaminoglycan degradation"
"Group1","Akkermansia muciniphila JCM 30893","O-Antigen nucleotide sugar biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Peptidoglycan biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Glycerolipid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Inositol phosphate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Glycerophospholipid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Sphingolipid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Glycosphingolipid biosynthesis - ganglio series"
"Group1","Akkermansia muciniphila JCM 30893","Pyruvate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Aminobenzoate degradation"
"Group1","Akkermansia muciniphila JCM 30893","Glyoxylate and dicarboxylate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Propanoate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Styrene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Butanoate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","C5-Branched dibasic acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","One carbon pool by folate"
"Group1","Akkermansia muciniphila JCM 30893","Methane metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Carbon fixation in photosynthetic organisms"
"Group1","Akkermansia muciniphila JCM 30893","Carbon fixation pathways in prokaryotes"
"Group1","Akkermansia muciniphila JCM 30893","Thiamine metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Riboflavin metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Vitamin B6 metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Nicotinate and nicotinamide metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Pantothenate and CoA biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Biotin metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Lipoic acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Folate biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Porphyrin and chlorophyll metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Terpenoid backbone biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Zeatin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Nitrogen metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Sulfur metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Phenylpropanoid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Tropane; piperidine and pyridine alkaloid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Glucosinolate biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Aminoacyl-tRNA biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Drug metabolism - other enzymes"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of various secondary metabolites - part 3"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of ansamycins"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of vancomycin group antibiotics"
"Group1","Akkermansia muciniphila JCM 30893","Metabolic pathways"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of secondary metabolites"
"Group1","Akkermansia muciniphila JCM 30893","Microbial metabolism in diverse environments"
"Group1","Akkermansia muciniphila JCM 30893","Various types of N-glycan biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Lipopolysaccharide biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Glycosphingolipid biosynthesis - globo and isoglobo series"
"Group1","Akkermansia muciniphila JCM 30893","Ascorbate and aldarate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Fatty acid elongation"
"Group1","Akkermansia muciniphila JCM 30893","Fatty acid degradation"
"Group1","Akkermansia muciniphila JCM 30893","Geraniol degradation"
"Group1","Akkermansia muciniphila JCM 30893","Benzoate degradation"
"Group1","Akkermansia muciniphila JCM 30893","alpha-Linolenic acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Dioxin degradation"
"Group1","Akkermansia muciniphila JCM 30893","Xylene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Toluene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Chloroalkane and chloroalkene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Naphthalene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Retinol metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Caprolactam degradation"
"Group1","Akkermansia muciniphila JCM 30893","Metabolism of xenobiotics by cytochrome P450"
"Group1","Akkermansia muciniphila JCM 30893","Drug metabolism - cytochrome P450"
"Group1","Akkermansia muciniphila JCM 30893","Steroid hormone biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Phosphonate and phosphinate metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of various secondary metabolites - part 2"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of siderophore group nonribosomal peptides"
"Group1","Akkermansia muciniphila JCM 30893","Primary bile acid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Secondary bile acid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Phenazine biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Aflatoxin biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Human immunodeficiency virus 1 infection"
"Group1","Akkermansia muciniphila JCM 30893","Ethylbenzene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Atrazine degradation"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of unsaturated fatty acids"
"Group1","Akkermansia muciniphila JCM 30893","PD-L1 expression and PD-1 checkpoint pathway in cancer"
"Group1","Akkermansia muciniphila JCM 30893","Limonene and pinene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Chlorocyclohexane and chlorobenzene degradation"
"Group1","Akkermansia muciniphila JCM 30893","Fluorobenzoate degradation"
"Group1","Akkermansia muciniphila JCM 30893","Polycyclic aromatic hydrocarbon degradation"
"Group1","Akkermansia muciniphila JCM 30893","Isoquinoline alkaloid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Flavone and flavonol biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Ether lipid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Arachidonic acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Linoleic acid metabolism"
"Group1","Akkermansia muciniphila JCM 30893","Steroid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Sesquiterpenoid and triterpenoid biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Mannose type O-glycan biosynthesis"
"Group1","Akkermansia muciniphila JCM 30893","Biosynthesis of 12-; 14- and 16-membered macrolides"
"Group1","Atopobium minutum 10063974","Glycolysis / Gluconeogenesis"
"Group1","Atopobium minutum 10063974","Citrate cycle (TCA cycle)"
"Group1","Atopobium minutum 10063974","Pentose phosphate pathway"
"Group1","Atopobium minutum 10063974","Pentose and glucuronate interconversions"
"Group1","Atopobium minutum 10063974","Fructose and mannose metabolism"
"Group1","Atopobium minutum 10063974","Galactose metabolism"
"Group1","Atopobium minutum 10063974","Fatty acid biosynthesis"
"Group1","Atopobium minutum 10063974","Ubiquinone and other terpenoid-quinone biosynthesis"
"Group1","Atopobium minutum 10063974","Oxidative phosphorylation"
"Group1","Atopobium minutum 10063974","Photosynthesis"
"Group1","Atopobium minutum 10063974","Arginine biosynthesis"
"Group1","Atopobium minutum 10063974","Purine metabolism"
"Group1","Atopobium minutum 10063974","Pyrimidine metabolism"
"Group1","Atopobium minutum 10063974","Alanine; aspartate and glutamate metabolism"
"Group1","Atopobium minutum 10063974","Glycine; serine and threonine metabolism"
"Group1","Atopobium minutum 10063974","Monobactam biosynthesis"
"Group1","Atopobium minutum 10063974","Cysteine and methionine metabolism"
