"Group","bacteria","pathway","genus"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Fructose and mannose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Galactose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Oxidative phosphorylation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Photosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Arginine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Purine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Pyrimidine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Cysteine and methionine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Lysine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Tyrosine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Selenocompound metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","D-Amino acid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Glutathione metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Starch and sucrose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Peptidoglycan biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Glycerophospholipid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Pyruvate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Propanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Butanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","One carbon pool by folate","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Methane metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Thiamine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Riboflavin metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Nitrogen metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. lactis 1528B","Drug metabolism - other enzymes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Pentose phosphate pathway","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Pentose and glucuronate interconversions","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Fructose and mannose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Galactose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Oxidative phosphorylation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Photosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Arginine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Purine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Pyrimidine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Cysteine and methionine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Lysine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Tyrosine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Selenocompound metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","D-Amino acid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Glutathione metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Starch and sucrose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Peptidoglycan biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Glycerophospholipid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Pyruvate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Propanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Butanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","One carbon pool by folate","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Methane metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Thiamine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Riboflavin metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Nitrogen metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis AD011","Drug metabolism - other enzymes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Pentose phosphate pathway","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Pentose and glucuronate interconversions","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Fructose and mannose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Galactose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Oxidative phosphorylation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Photosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Arginine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Purine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Pyrimidine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Cysteine and methionine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Lysine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Tyrosine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Selenocompound metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","D-Amino acid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Glutathione metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Starch and sucrose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Peptidoglycan biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Glycerophospholipid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Pyruvate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Propanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Butanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","One carbon pool by folate","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Methane metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Carbon fixation pathways in prokaryotes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Thiamine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Riboflavin metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Nicotinate and nicotinamide metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Pantothenate and CoA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Porphyrin and chlorophyll metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Terpenoid backbone biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Nitrogen metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Aminoacyl-tRNA biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis B420","Drug metabolism - other enzymes","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Glycolysis / Gluconeogenesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Citrate cycle (TCA cycle)","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Pentose phosphate pathway","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Pentose and glucuronate interconversions","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Fructose and mannose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Galactose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Oxidative phosphorylation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Photosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Arginine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Purine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Pyrimidine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Alanine; aspartate and glutamate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Glycine; serine and threonine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Cysteine and methionine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Valine; leucine and isoleucine degradation","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Lysine biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Tyrosine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Taurine and hypotaurine metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Selenocompound metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","D-Amino acid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Glutathione metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Starch and sucrose metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Amino sugar and nucleotide sugar metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","O-Antigen nucleotide sugar biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Peptidoglycan biosynthesis","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Glycerophospholipid metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Pyruvate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Propanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Butanoate metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","One carbon pool by folate","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Methane metabolism","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Carbon fixation in photosynthetic organisms","Bifidobacterium"
"Group1","Bifidobacterium animalis subsp. Lactis BB-12","Carbon fixation pathways in prokaryotes","Bifidobacterium"
